Symbol,NAME,PERCENT,Cumulative,Perpetual,Convertible,Redeemable,Other,Original Call Date,Actual Date Called
KRB-C*,"MBNA Capital C,",8.25%,No,No,No,No,"TOPrS Trust Orig Preferred Securities, Series C",1/15/02,9/20/06
TFINP*,"Team Financial Capital Trust I,",9.50%,Yes,No,No,No,Cumulative Trust Preferred Securities,8/10/06,9/18/06
JYP-*,"Jersey Central Power &amp; Light Co.,",4%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,9/15/06
AMH-*,"AmerUs Group Co.,",7.25%,No,Yes,No,No,Series A Non-cumulative Perpetual Preferred Stock,9/15/10,9/13/06
EQR-C*,"Equity Residential Properties Trust,",9 1/8%,No,No,No,No,Dep Shares Preferred Shares Series C,9/09/06,9/11/06
WTFCP*,"Wintrust Capital Trust I,",9.00%,Yes,No,No,No,Cumul Trust Preferred Securities,9/30/03,9/05/06
GBBKO*,"GBB Capital V,",9.00%,Yes,No,No,No,Cumulative Trust Preferred Securities,8/31/06,8/31/06
SHU-C*,"Shurgard Storage Centers,",8.70%,Yes,No,No,Yes,Cumul Redeem Preferred Stock C,12/08/03,8/22/06
SHU-D*,"Shurgard Storage Centers,",8.75%,Yes,No,No,Yes,Cumul Redeem Preferred Stock D,2/27/06,8/22/06
MPY*,"Maytag Corp.,",7.875%,No,No,No,No,PINES Public Income Notes due 8/1/2031,8/08/06,8/08/06
FCX-D*,N/A,N/A,No,No,No,No,N/A,8/01/99,8/01/06
AMPLO*,"Ampal-American Israel Corp.,",4%,Yes,No,Yes,No,Cumul Convertible Preferred Stock,N/A,7/31/06
AMPLP*,"Ampal-American Israel Corp.,",6 1/2%,Yes,No,Yes,No,Cumul Convertible Preferred Stock,N/A,7/31/06
KCX*,"Structured Products CorTS II, First Union Capital I",7.50%,No,No,No,No,Certificates,4/12/06,7/28/06
XKD*,"Lehman ABS Corp Bkd Trust Certs 2001-30,",8.875%,No,No,No,No,Royal Caribbean,7/27/06,7/27/06
XKC*,"Lehman ABS Corp Bkd Trust Certs 2001-28,",8.00%,No,No,No,No,Corning Inc.,7/24/06,7/25/06
BBV-B*,"BBVA Preferred Capital Ltd,",7.75%,No,No,No,No,Non-cum Guar Preference Shares Series B,6/30/06,7/24/06
ECT*,"Energy East Capital Trust I,",8 1/4%,No,No,No,No,Capital Securities,7/24/06,7/24/06
AIV-R*,"Apartment Investment &amp; Management,",10.0%,Yes,No,No,No,Class R Cumul Preferred Stock,7/20/06,7/20/06
BFI-*,"Bremer Capital Trust I,",9.0%,Yes,No,No,No,Cumulative Capital Securities,7/15/06,7/17/06
BAC-A*,"Bank of America,",6.75%,No,Yes,No,No,Dep Shares Series VI Perp Preferred Stock,4/15/06,7/14/06
HLI-B*,"Hartford Life Capital II,",7.625%,No,No,No,No,TruPS Trust Preferred Securities B,3/06/06,7/14/06
OFC-E**,"Corporate Office Properties Trust,",10 1/4%,Yes,No,No,Yes,Cumul Redeem Preferred Shares E,7/15/06,7/14/06
CRE-E*,"CarrAmerica Realty Corp.,",7.50%,Yes,No,No,Yes,Series E Cumul Redeem Preferred Stock,9/25/08,7/13/06
OEC-A*,"Ohio Edison Co.,",3.90%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,7/07/06
OEC-B*,"Ohio Edison Co.,",4.40%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,7/07/06
OEC-C*,"Ohio Edison Co.,",4.44%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,7/07/06
OEC-D*,"Ohio Edison Co.,",4.56%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,7/07/06
BACPP*,"Bank of America, Fixed/Adj Dep Shares Series",7,Yes,No,No,No,Cumul Preferred Stock,N/A,7/03/06
SYI-*,"S.Y. Bancorp Capital Trust I,",9.00%,Yes,No,No,No,Cumul Trust Preferred Securities,6/30/06,7/01/06
PSD-*,"Puget Sound Energy Capital Trust II,",8.40%,No,No,No,No,TOPrS Trust Preferred Securities,6/30/06,6/30/06
CMS-N*,"Consumers Energy Co. Financing IV,",9.00%,No,No,No,No,Trust Preferred Securities,6/30/06,6/30/06
CLP-C*,"Colonial Properties Trust,",9 1/4%,Yes,No,No,Yes,Series C Cumul Redeem Preferred Shares,6/19/06,6/30/06
KRD*,"Structured Products CorTS III, First Union Inst Cap II",7.5%,No,No,No,No,Certificates,4/25/06,6/28/06
UBS-*,"UBS Preferred Funding Trust III,",7.25%,No,No,No,No,Non-cumul Trust Preferred Securities,6/26/06,6/26/06
XMSRP*,"XM Satellite Radio Holdings Inc.,",8.25%,No,No,Yes,No,Series B Convertible Preferred Stock,2/03/03,6/26/06
XKA*,"Lehman ABS Corp Bkd Trust Certs 2001-26,",7.625%,No,No,No,No,Nordstrom Inc.,6/21/06,6/21/06
AEF**,"Aetna Inc.,",8.50%,No,No,No,No,Senior Notes due 8/31/2041,6/18/06,6/19/06
BUSEP*,"First Busey Capital Trust I,",9.00%,Yes,No,No,No,Cumul Trust Preferred Securities,6/18/06,6/19/06
CUMMO*,"Cummins Capital Trust I,",7%,Yes,No,Yes,No,Convertible Cumul Qrtly Income Preferred Sec QUIPS,6/15/06,6/15/06
EGYLO*,"Entergy Louisiana,",7.36%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,6/15/06
EGYPP*,"Entergy Louisiana,",8.00%,Yes,No,No,No,Series 1992 Cumul Preferred Stock,N/A,6/15/06
EYLAH*,"Entergy Louisiana,",6.44%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,6/15/06
EYLAI*,"Entergy Louisiana,",7.84%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,6/15/06
EYLAL*,"Entergy Louisiana,",5.40%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,6/15/06
EYLAM*,"Entergy Louisiana,",5.16%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,6/15/06
EYLAN*,"Entergy Louisiana,",4.96%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,6/15/06
EYLAO*,"Entergy Louisiana,",4.44%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,6/15/06
EYLAP*,"Entergy Louisiana,",4.16%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,6/15/06
TLX.C*,"Trans-Lux Corp.,",7 1/2%,No,No,Yes,No,Convertible Subordinated Notes due 12/1/2006,12/01/03,6/15/06
SNH-Z*,"SNH Capital Trust I,",10.125%,No,No,No,No,Trust Preferred Securities,6/15/06,6/15/06
NRY*,"National Rural Utilities Coop Finance Corp.,",7.625%,No,No,No,No,QUICS due 6/15/2050,6/15/06,6/15/06
GLR-A*,"G&amp;L Realty Corp.,",10.25%,Yes,No,No,No,Series A Cumulative Preferred Stock,6/01/01,6/08/06
GLR-B*,"G&amp;L Realty Corp.,",9.80%,Yes,No,No,No,Series B Cumulative Preferred Stock,1/01/02,6/08/06
NVP-B*,"NVP Capital III,",7 3/4%,No,No,No,No,Trust Issued Preferred Securities,10/06/03,6/07/06
SIPFO*,"Sierra Pacific Power Co.,",7.80%,No,No,No,No,Series I Preferred Stock,N/A,6/01/06
CVI*,"Lehman ABS Corp Bkd Trust Certs 2001-23,",8.00%,No,No,No,No,Ryder Systems,6/01/06,6/01/06
KRL*,"Structured Products CorTS II, SAFECO Capital Trust I,",8.70%,No,No,No,No,Certificates,5/30/06,5/30/06
FWLRP*,"FW Preferred Capital Trust I,",9.00%,No,No,No,No,"Preferred Securities, Series I",1/15/04,5/26/06
MDVFP*,"Massachusetts Devel Finance Agency,",7.00%,No,No,No,No,Qrtly Interest Bkd Sec due 8/15/2031,5/24/06,5/24/06
ATG-*,"AGL Capital Trust II,",8.0%,No,No,No,No,Trust Preferred Securities,5/21/06,5/21/06
KOH*,"Structured Products CorTS, Corning Notes,",8.00%,No,No,No,No,Certificates,4/04/05,5/19/06
HST-C*,"Host Hotels &amp; Resorts Inc.,",10.0%,Yes,No,No,Yes,Class C Cumul Redeem Preferred Stock,3/27/06,5/19/06
TCO-A*,"Taubman Centers,",8.30%,Yes,No,No,Yes,Series A Cumulative Redeemable Preferred Stock,10/03/02,5/18/06
PCR-*,Perini Corp.,$2.125,No,No,Yes,No,Convertible Exch Preferred Depositary Shares,N/A,5/17/06
PSB-D*,"PS Business Parks,",9.50%,Yes,No,No,No,"Dep Shares Cumulative Preferred Stock, Series D",5/10/06,5/10/06
SBIBO*,"Sterling Bancshares Capital Trust II,",9.20%,Yes,No,No,No,Cumul Trust Preferred Securities,3/21/06,5/08/06
XFE*,"Lehman ABS Corp Bkd Trust Certs 2002-11,",7.70%,No,No,No,No,Royal &amp; Sun,6/07/07,5/05/06
USB-B*,"USB Capital III,",7.75%,No,No,No,No,Trust Preferred Securities,5/04/06,5/04/06
VLR*,Morgan Stanley SPARQS,9%,No,No,No,No,Valero Energy Corp. due 11/1/2006,N/A,5/01/06
CIN-B*,"PSI Energy, Inc.,",4.16%,Yes,No,No,No,Cumulative Preferred Stock,N/A,5/01/06
CIN-C*,"PSI Energy, Inc.,",4.32%,Yes,No,No,No,Cumulative Preferred Stock,N/A,5/01/06
CINHP*,"PSI Energy, Inc.,",3 1/2%,Yes,No,No,No,Cumulative Preferred Stock,N/A,5/01/06
CGD*,"Lehman ABS Corp Bkd Trust Certs 2001-12,",7.70%,No,No,No,No,Royal &amp; Sun,4/03/06,4/27/06
NVP-*,"NVP Capital I,",8.20%,Yes,No,No,No,QUIPS Series A Cumul Qrtly Inc Preferred Securities,4/02/02,4/27/06
EGYKN*,"Entergy Arkansas,",7.88%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,4/24/06
EGYKO*,"Entergy Arkansas,",7.80%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,4/24/06
EGRKL*,"Entergy Arkansas,",7.32%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,4/24/06
EGRKO*,"Entergy Arkansas,",7.40%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,4/24/06
NIPSM*,"Northern Indiana Public Service Co.,",4 1/2%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,4/14/06
NIPSN*,"Northern Indiana Public Service Co.,",7.50%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,4/14/06
NIPSO*,"Northern Indiana Public Service Co.,",4.22%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,4/14/06
NIPSP*,"Northern Indiana Public Service Co.,",7.44%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,4/14/06
NIPVO*,"Northern Indiana Public Service Co.,",4.88%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,4/14/06
NI-*,"Northern Indiana Public Service Co.,",4 1/4%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,4/14/06
NI-A*,N/A,N/A,No,No,No,No,N/A,N/A,4/14/06
SQA-*,"Sequa Corp.,",$5.00,Yes,No,Yes,No,Cumul Convertible Preferred Stock,N/A,4/14/06
AW-C*,"Allied Waste Industries,",6 1/4%,No,No,Yes,No,Series C Senior Mand Conv Preferred Stock,4/01/06,4/01/06
BYL-*,"Baylake Capital Trust I,",10%,Yes,No,No,No,Cumul Trust Prefered Securities,3/31/06,3/31/06
JPM-H*,"J. P. Morgan &amp; Co. Inc., Dep Shares",6 5/8%,Yes,No,No,No,Cumul Preferred Stock H,3/31/06,3/31/06
PATDP*,"Patapsco Bancorp Inc.,",7.50%,No,Yes,Yes,No,Non-cumul Perp Convertible Preferred Stock,11/13/05,3/31/06
PCE-A*,"Provident Capital Trust IV,",9.45%,No,No,No,No,Trust Preferred Securities,3/30/06,3/30/06
TZE*,"Bear Stearns Depositor TRUCs Certs 2001-1,",7.45%,No,No,No,No,AT&amp;T Corp.,6/19/06,3/30/06
CFN*,"Lehman ABS Corp Bkd Trust Certs 2001-11,",8.00%,No,No,No,No,Aon Capital A,3/28/06,3/29/06
CFE*,"Lehman ABS Corp Bkd Trust Certs 2001-10,",7.875%,No,No,No,No,Motorola Inc.,3/22/06,3/28/06
CHK-A*,"Chesapeake Energy Corp.,",6.00%,Yes,No,Yes,No,Cumulative Convertible Preferred Stock,3/20/06,3/20/06
GWB-B*,"GWB Capital Trust II,",9.75%,Yes,No,No,No,Cumulative Preferred Securities,3/19/06,3/20/06
AIV-Q*,"Apartment Investment &amp; Management,",10.10%,Yes,No,No,No,Class Q Cumul Preferred Stock,3/19/06,3/19/06
ACIZP*,"Arch Coal Inc.,",5%,Yes,Yes,Yes,No,Perp Cumul Convertible Preferred Stock,1/31/08,3/17/06
HI-F*,"Household Capital Trust VI,",8 1/4%,No,No,No,No,Trust Preferred Securities,1/30/06,3/13/06
CIN-A*,"Cincinnati Gas &amp; Electric Co.,",4%,Yes,No,No,No,Cumul Preferred Stock,N/A,3/10/06
CINUP*,"Cincinnati Gas &amp; Electric Co.,",4 3/4%,Yes,No,No,No,Cumul Preferred Stock,N/A,3/10/06
IFC-N*,"IFC Capital Trust III,",8.75%,Yes,No,Yes,No,Cumul Convertible Trust Preferred Securities,9/30/04,3/06/06
RBS-D*,"Royal Bank of Scotland,",8.2125%,No,No,No,No,Non-cumul Dollar Preference Shares Series D ADR,9/14/05,3/06/06
RBS-I*,"Royal Bank of Scotland,",8.00%,No,No,No,No,Non-cumul Dollar Preference Shares Series I ADR,9/30/04,3/06/06
KTK*,"Structured Products CorTS, Fleet Capital Trust II,",8.0%,No,No,No,No,Certificates,1/23/06,3/03/06
HRP-A*,"HRPT Properties Trust,",9 7/8%,Yes,No,No,Yes,Series A Cumul Redeem Preferred Shares,2/22/06,3/02/06
CYI*,"Lehman ABS Corp Bkd Trust Certs 2001-07,",7.75%,No,No,No,No,KeyCorp Capital III,3/02/06,3/02/06
DCELO*,"Dobson Communications Corp.,",13%,No,No,No,No,Senior Exch Preferred Stock,5/01/04,3/01/06
DCELP*,"Dobson Communications Corp.,",12 1/4%,No,No,No,No,Senior Exch Preferred Stock,1/15/03,3/01/06
PTMBP*,Potomac Electric Power Co.,$2.44,No,No,No,No,Series of 1957 Preferred Stock,N/A,3/01/06
POMPP*,Potomac Electric Power Co.,$2.28,No,No,No,No,Series of 1965 Preferred Stock,N/A,3/01/06
PMLCP*,Potomac Electric Power Co.,$2.46,No,No,No,No,Series of 1958 Preferred Stock,N/A,3/01/06
KSO*,"Structured Products CorTS, IBM Debentures,",7.125%,No,No,No,No,Certificates,2/28/06,2/28/06
RF-*,"Regions Financing Trust I,",8.00%,No,No,No,No,TRUPS Trust Preferred Securities,2/26/06,2/26/06
GDPAP*,"Goodrich Petroleum Corp.,",8%,No,No,Yes,No,Series A Convertible Preferred Stock,N/A,2/17/06
CTGBL*,"Citigroup, Inc.,",5.86%,No,Yes,No,No,Fixed/Adj Dep Shares Series V Perp Preferred Stock,2/15/06,2/15/06
CJO*,"Lehman ABS Corp Bkd Trust Certs 2001-21,",7.40%,No,No,No,No,AT&amp;T Corp.,5/24/06,2/13/06
CKI*,"Lehman ABS Corp Bkd Trust Certs 2001-16,",9.00%,No,No,No,No,Georgia-Pac,5/01/06,2/13/06
XKJ*,"Lehman ABS Corp Bkd Trust Certs 2001-33,",7.25%,No,No,No,No,AT&amp;T Notes,9/05/06,2/13/06
HMTQO*,"Host Marriott Financial Trust,",6.75%,No,No,Yes,No,Convertible QUIPS Preferred Securities,12/02/99,2/10/06
CJMA*,"Capital Automotive REIT,",6.75%,No,No,No,No,Monthly Income Notes due 4/15/2019,4/15/09,2/09/06
CARSO,"Capital Automotive REIT,",8.00%,Yes,No,No,Yes,Series B Cumul Redeem Preferred Shares,4/27/09,2/09/06
CARSP,"Capital Automotive REIT,",7 1/2%,Yes,No,No,Yes,Series A Cumul Redeem Preferred Shares,12/11/08,2/09/06
CGP-T*,"Coastal Finance I,",8.375%,No,No,No,No,TOPrS Trust Orig Preferred Securities,5/13/03,2/08/06
DKZ*,"MS Structured Asset SATURNS 2003-14,",6.875%,No,No,No,No,Variable AT&amp;T Corp.,9/30/08,2/08/06
HJM*,"MS Structured Asset SATURNS 2004-07,",7.00%,No,No,No,No,Variable AT&amp;T Debs,4/29/09,2/08/06
HJD*,"MS Structured Asset SATURNS 2003-17,",7.125%,No,No,No,No,Variable AT&amp;T Corp.,11/25/08,2/08/06
HJH*,"MS Structured Asset SATURNS 2004-03,",6.75%,No,No,No,No,Variable AT&amp;T Deb,2/26/09,2/08/06
MJN*,"MSDW Structured Asset SATURNS 2001-08,",7.40%,No,No,No,No,AT&amp;T Corp.,12/20/06,2/08/06
FUR-A*,"Winthrop Realty Trust,",8.4%,No,No,Yes,No,"Convertible Preferred Shares, Series A",10/29/01,2/07/06
ONE-V*,"Bank One Capital V,",8.00%,No,No,No,No,Preferred Securities,1/30/06,2/05/06
LQI-*,"La Quinta Corp., Dep Shares",9.00%,Yes,No,No,Yes,Cumul Redeem Preferred Shares A,6/17/03,2/02/06
CYG*,"Lehman ABS Corp Bkd Trust Certs 2001-05,",8.80%,No,No,No,No,MBNA Capital A,2/02/06,2/02/06
DRE-I*,Duke-Weeks Realty,8.45%,Yes,No,No,Yes,"Dep Shares Cumul Redeem Preferred Shares, Series I",2/01/06,2/01/06
CCT**,"Lehman ABS Corp Bkd Trust Certs 2001-02,",8.00%,No,No,No,No,Southern Co.,2/01/06,2/01/06
FCX-C*,N/A,N/A,No,No,No,No,N/A,N/A,2/01/06
GBCIP*,"Glacier Capital Trust I,",9.40%,Yes,No,No,No,Cumul Trust Preferred Securities,2/01/06,2/01/06
XPP*,ML Depositor PreferredPlus,7.35%,No,No,No,No,AT&amp;T Corp. Certificates ATT-1,9/15/06,1/31/06
CCS**,"Lehman ABS Corp Bkd Trust Certs 2001-03,",8.25%,No,No,No,No,KeyCorp Inst Cap B,1/25/06,1/25/06
TED-L*,N/A,N/A,No,No,No,No,N/A,N/A,1/20/06
PSA-Q*,"Public Storage Inc.,",8.60%,Yes,No,No,No,"Dep Shares Cumul Preferred Stock, Series Q",1/19/06,1/19/06
CCG*,"Lehman ABS Corp Bkd Trust Certs 2001-01,",7.85%,No,No,No,No,JPM Capital Trust I,1/15/06,1/17/06
CYF*,"Lehman ABS Corp Bkd Trust Certs 2001-04,",8.75%,No,No,No,No,Safeco Capital Trust I,1/15/06,1/17/06
GPWEP*,"Georgia Power Co.,",$4.60,Yes,No,No,No,Cumulative Preferred Stock,N/A,1/17/06
NWX-A*,"National Westminster Bank plc,",7.875%,No,No,No,No,Exchangeable Capital Securities,11/01/03,1/16/06
NVE**,Morgan Stanley SPARQS,10%,No,No,No,No,NVIDIA Corp. due 7/1/2006,N/A,1/01/06
PVTBP**,"PrivateBancorp Capital Trust I,",9.50%,Yes,No,No,No,Cumul Trust Preferred Securities,12/31/05,12/31/05
RBS-X*,"Royal Bank of Scotland,",8.50%,No,No,No,No,Exchangeable Capital Securities X-CAPs,6/30/04,12/31/05
PCE-*,"Provident Capital Trust III,",10 1/4%,No,No,No,No,Trust Preferred Securities,12/31/05,12/30/05
CKYKP*,N/A,N/A,No,No,No,No,N/A,11/01/04,12/29/05
FNG-*,"Front Range Capital Trust I,",11%,Yes,No,No,No,Cumul Trust Preferred Securities,12/28/05,12/28/05
PJN*,ML Depositor PPLUS Trust,8.15%,No,No,No,No,Hertz Corp. Certificates HTZ-1,1/15/08,12/28/05
DKV*,"MS Structured Asset SATURNS 2003-10,",7.75%,No,No,No,No,Hertz Corp.,7/24/08,12/27/05
ACE-A*,"ACE Capital Trust I,",8.875%,No,No,No,No,TOPrS Trust Orig Preferred Securities,12/31/04,12/22/05
MBE*,"MBIA Inc.,",8.00%,No,No,No,No,PINES Public Income Notes,12/15/05,12/21/05
PHI-A*,"Philippine Long Dist Tel,",$3.50,No,No,Yes,No,($4.12) Series III Convertible Preferred Stk ADR,N/A,12/19/05
SJR-B*,"Shaw Communications,",8.50%,No,No,No,No,COPrS Canadian Orig Preferred Securities,9/30/03,12/16/05
DUK-A*,"Duke Energy Corp.,",6.375%,No,No,No,No,"Preferred Stock A, 1993 Series",12/16/04,12/16/05
DUKEG*,"Duke Energy Corp.,",7.04%,Yes,No,No,No,Series Y Cumul Preferred Stock,N/A,12/16/05
DUKEJ*,"Duke Energy Corp.,",7.85%,Yes,No,No,No,Series S Cumul Preferred Stock,N/A,12/16/05
DUKEL*,"Duke Energy Corp.,",4.50%,Yes,No,No,No,Series C Cumul Preferred Stock,N/A,12/16/05
HBA-E*,"HSBC USA Inc.,",$1.8125,Yes,No,No,No,Cumulative Preferred Stock,7/01/00,12/15/05
AGC-B*,"American General Capital III,",8.05%,No,No,No,No,TruPS Preferred Securities,12/07/05,12/07/05
BWE-*,"BancWest Capital I,",9.50%,No,No,No,No,Qrtly Income Preferred Securities QUIPS,12/01/05,12/01/05
COTKP*,"Coltec Capital Trust,",5.25%,No,No,Yes,No,TIDES Convertible Trust Preferred Securities,4/20/05,11/28/05
RBS-J*,"Royal Bank of Scotland,",8.50%,No,No,No,No,Non-cumul Dollar Preference Shares Series J ADR,12/31/04,11/28/05
KGHIP*,"Kaiser Group Holdings, Inc. Series",1,Yes,No,No,Yes,Redeemable Cumulative Preferred Stock,N/A,11/17/05
KRB-A*,"MBNA Corp.,",7 1/2%,Yes,No,No,No,"Cumulative Preferred Stock, Series A",1/15/01,11/03/05
KRB-B*,N/A,N/A,No,No,No,No,N/A,10/15/01,11/03/05
NICRM*,"NICOR Inc.,",5.00%,Yes,No,No,Yes,Series Cumul Redeem Preferred Stock,N/A,11/03/05
MNLPL*,"Monongahela Power Co.,",$7.73,Yes,No,No,No,Series L Cumul Preferred Stock,8/01/04,10/31/05
PRMHP*,"PRIMEDIA Inc.,",$8.625,No,No,No,No,Series H Exchangeable Preferred Stock,4/01/05,10/31/05
GBP-D*,"Gables Residential Trust,",7.50%,Yes,No,No,Yes,Cumul Redeem Preferred Shares,5/08/08,10/31/05
KUTLI*,"Kentucky Utilities Co.,",6.53%,Yes,No,No,No,Cumulative Preferred Stock,N/A,10/24/05
KUTLP*,"Kentucky Utilities Co.,",4.75%,Yes,No,No,No,Cumulative Preferred Stock,N/A,10/24/05
PEG-R*,"Enterprise Capital Trust III,",7 1/4%,No,No,No,No,TOPrS Trust Orig Preferred Securities,6/30/03,10/20/05
GLFPP*,"Gulf Power Co.,",5.16%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,10/17/05
GLFWO*,"Gulf Power Co.,",5.44%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,10/17/05
GLFWP*,"Gulf Power Co.,",4.64%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,10/17/05
EQR-B*,"Equity Residential Properties Trust,",9 1/8%,No,No,No,No,Dep Shares Preferred Shares Series B,10/15/05,10/17/05
PEG-S*,"Enterprise Capital Trust I,",7.44%,No,No,No,No,TOPrS Trust Orig Preferred Securities,3/31/03,10/07/05
BSF-Q*,"BSCH Finance Ltd,",8.625%,No,No,No,No,Non-cumul Guar Preferred Stock Series Q,10/06/05,10/06/05
BLV-*,"BVBC Capital Trust I,",10.375%,Yes,No,No,No,Cumul Trust Preferred Securities,9/30/05,9/30/05
FBNKN*,"First Preferred Capital Trust II,",10.24%,Yes,No,No,No,Cumul Trust Preferred Securities,9/30/05,9/30/05
FBF-K*,"Fleet Capital Trust VI,",8.80%,Yes,No,No,No,Cumul TOPrS Trust Preferred Securities,6/30/05,9/30/05
IFC-O*,"IFC Capital Trust II,",10.50%,Yes,No,No,No,Cumul Trust Preferred Securities,9/30/05,9/30/05
NFS-A*,"Nationwide Financial Services Capital Trust II,",7.10%,No,No,No,No,Trust Preferred Securities,10/19/03,9/28/05
MUK-A*,"MEPC Intl Capital, L.P.,",9.125%,Yes,No,No,No,QUIPS Cumul Qrtly Inc Preferred Securities A,9/21/05,9/21/05
POLGP*,"Polymer Group,",16%,No,No,Yes,No,"Conv Pay-in-Kind Preferred Stock, Series A",N/A,9/15/05
SEN-L*,"SEMCO Capital Trust I,",10 1/4%,Yes,No,No,No,Cumul Trust Preferred Securities,4/19/05,9/14/05
CBHJP*,"Commerce Capital Trust II,",5.95%,No,No,Yes,No,Convertible Trust Preferred Securities,3/11/05,9/14/05
FCH-B*,"FelCor Lodging Trust,",9.00%,Yes,No,No,Yes,Dep Shares Series B Cumul Redeem Preferred Stock,5/07/03,9/12/05
PCG-U*,"Pacific Gas &amp; Electric Co.,",7.04%,No,No,No,Yes,First Preferred Stock Redeemable,N/A,8/31/05
TXHCO*,"TXU US Holdings Co.,",$4.00,Yes,No,No,No,Dallas Power Cumul Preferred Stock,N/A,8/25/05
TXHHL*,"TXU US Holdings Co.,",$4.56,Yes,No,No,No,Texas Electric Cumul Preferred Stock,N/A,8/25/05
TXHHM*,"TXU US Holdings Co.,",$4.64,Yes,No,No,No,Cumulative Preferred Stock,N/A,8/25/05
TXHHO*,"TXU US Holdings Co.,",$4.00,Yes,No,No,No,Texas Electric Cumul Preferred Stock A,N/A,8/25/05
TXHHP*,"TXU US Holdings Co.,",$4.56,Yes,No,No,No,Texas Power Cumul Preferred Stock A,N/A,8/25/05
TXHOL*,"TXU US Holdings Co.,",$4.44,Yes,No,No,No,Cumulative Preferred Stock,N/A,8/25/05
TXHOM*,"TXU US Holdings Co.,",$4.80,Yes,No,No,No,Cumulative Preferred Stock,N/A,8/25/05
TXHON*,"TXU US Holdings Co.,",$4.84,Yes,No,No,No,Cumulative Preferred Stock,N/A,8/25/05
TXHOO*,"TXU US Holdings Co.,",$5.08,Yes,No,No,No,Cumulative Preferred Stock,N/A,8/25/05
TXHOP*,"TXU US Holdings Co.,",$4.76,Yes,No,No,No,Cumulative Preferred Stock,N/A,8/25/05
TUHUN*,"TXU US Holdings Co.,",$4.00,Yes,No,No,No,Texas Power Cumul Preferred Stock,N/A,8/25/05
TUHUO*,"TXU US Holdings Co.,",$4.24,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,8/25/05
TUHUP*,"TXU US Holdings Co.,",$4.50,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,8/25/05
HIW-D*,"Highwoods Properties,",8.00%,Yes,No,No,Yes,Dep Shares Series D Cumul Redeem Preferred Shares,4/23/03,8/22/05
CIN-J*,"PSI Energy, Inc.,",6 7/8%,Yes,No,No,No,Cumulative Preferred Stock,N/A,8/17/05
WTFCO*,"Wintrust Capital Trust II,",10.50%,Yes,No,No,No,Cumul Trust Preferred Securities,6/30/05,8/16/05
ONE-U*,"Bank One Capital II,",8.50%,No,No,No,No,Preferred Securities,8/15/05,8/15/05
NAE-T*,"NorAm Financing I,",6 1/4%,No,No,Yes,No,Convertible TOPrS Trust Orig Preferred Securities,6/30/00,8/01/05
CCB*,"Chase Capital VIII,",8.25%,No,No,No,No,Capital Securities Series H,7/31/05,7/31/05
EYMSO*,"Entergy Mississippi,",7.44%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,7/22/05
SFFBP*,"Southern Financial Capital Trust I,",11%,No,No,No,Yes,Redeemable Capital Securities,7/15/05,7/15/05
CPE-A*,"Callon Petroleum Co.,",$2.125,No,No,Yes,No,"Convertible Exch Preferred Stock, Series A",12/31/98,7/14/05
CPITP*,"Calpine Capital Trust III,",5%,No,No,Yes,No,Convertible Preferred Securities HIGH TIDES,8/05/04,7/13/05
CTH-B*,"BCH Capital Ltd,",9.43%,No,No,No,No,Series B Non-cumul Preference Shares,7/12/05,7/12/05
KTECP*,N/A,N/A,No,No,No,No,N/A,7/12/02,7/11/05
TNPEO*,"TNP Enterprises Inc.,",14.5%,No,No,No,No,Series D Preferred Stock,N/A,7/06/05
TED-K*,N/A,N/A,No,No,No,No,N/A,N/A,7/01/05
TGCIP*,"TGC Industries, Inc.,",8%,No,No,Yes,No,Series C Convertible Exch Preferred Stock,7/01/00,6/30/05
